Actual,Predicted
30.0,54.08331951838368
63.0,54.29233523907405
78.0,56.72626667382765
56.0,55.99081620360081
36.0,55.04635001268359
20.0,55.654832871371994
41.0,56.34796080441936
43.0,54.773850486224
35.0,56.34796080441936
55.0,56.72626667382765
86.0,56.72626667382765
46.0,55.99081620360081
59.0,55.654832871371994
86.0,55.340010807732924
12.0,55.340010807732924
59.0,54.52251222835415
27.0,56.34796080441936
52.0,54.773850486224
25.0,55.99081620360081
61.0,54.773850486224
45.0,55.04635001268359
73.0,55.654832871371994
52.0,55.99081620360081
49.0,55.654832871371994
82.0,54.773850486224
87.0,54.29233523907405
97.0,56.72626667382765
34.0,55.340010807732924
56.0,56.34796080441936
58.0,54.52251222835415
56.0,54.08331951838368
63.0,55.340010807732924
80.0,56.34796080441936
74.0,55.04635001268359
44.0,54.29233523907405
63.0,54.773850486224
63.0,54.52251222835415
49.0,56.72626667382765
68.0,54.08331951838368
58.0,54.29233523907405
80.0,54.773850486224
59.0,54.08331951838368
43.0,55.340010807732924
75.0,55.99081620360081
22.0,55.99081620360081
37.0,54.29233523907405
63.0,54.08331951838368
73.0,55.340010807732924
43.0,54.08331951838368
46.0,56.72626667382765
54.0,54.52251222835415
51.0,56.34796080441936
78.0,55.340010807732924
62.0,56.34796080441936
45.0,54.08331951838368
68.0,55.340010807732924
64.0,54.773850486224
37.0,54.29233523907405
53.0,54.52251222835415
70.0,55.340010807732924
24.0,56.72626667382765
55.0,55.654832871371994
66.0,56.34796080441936
72.0,55.654832871371994
37.0,55.654832871371994
83.0,55.04635001268359
43.0,54.773850486224
74.0,55.340010807732924
64.0,55.340010807732924
41.0,54.773850486224
88.0,54.773850486224
23.0,56.72626667382765
31.0,56.72626667382765
55.0,55.654832871371994
53.0,54.52251222835415
39.0,54.29233523907405
37.0,56.34796080441936
57.0,54.52251222835415
80.0,54.773850486224
73.0,55.654832871371994
66.0,55.99081620360081
83.0,55.99081620360081
55.0,56.72626667382765
53.0,54.08331951838368
72.0,55.654832871371994
57.0,55.340010807732924
58.0,54.773850486224
79.0,55.99081620360081
80.0,55.340010807732924
37.0,54.08331951838368
24.0,56.72626667382765
40.0,56.72626667382765
68.0,56.34796080441936
71.0,55.340010807732924
58.0,55.654832871371994
70.0,54.29233523907405
28.0,55.654832871371994
18.0,55.654832871371994
65.0,56.72626667382765
49.0,55.99081620360081
79.0,54.773850486224
72.0,55.340010807732924
38.0,54.52251222835415
89.0,55.340010807732924
61.0,55.340010807732924
80.0,54.29233523907405
54.0,55.654832871371994
39.0,54.29233523907405
41.0,55.99081620360081
54.0,55.654832871371994
41.0,55.04635001268359
30.0,54.52251222835415
74.0,54.29233523907405
74.0,54.08331951838368
36.0,54.52251222835415
40.0,55.340010807732924
32.0,54.773850486224
45.0,54.52251222835415
59.0,55.04635001268359
48.0,55.340010807732924
33.0,55.04635001268359
54.0,54.773850486224
75.0,55.99081620360081
65.0,55.340010807732924
60.0,54.773850486224
30.0,55.340010807732924
65.0,55.340010807732924
45.0,54.773850486224
52.0,55.654832871371994
55.0,55.04635001268359
38.0,55.654832871371994
56.0,54.29233523907405
34.0,55.340010807732924
56.0,55.340010807732924
66.0,56.72626667382765
89.0,54.773850486224
88.0,56.34796080441936
83.0,54.29233523907405
45.0,54.08331951838368
35.0,55.99081620360081
52.0,55.340010807732924
42.0,54.08331951838368
13.0,54.08331951838368
58.0,54.52251222835415
23.0,54.773850486224
64.0,54.52251222835415
45.0,55.340010807732924
15.0,55.654832871371994
61.0,55.654832871371994
40.0,55.99081620360081
19.0,54.773850486224
92.0,55.340010807732924
61.0,54.773850486224
40.0,54.08331951838368
76.0,56.34796080441936
81.0,56.34796080441936
90.0,55.340010807732924
86.0,56.72626667382765
37.0,54.29233523907405
93.0,54.29233523907405
39.0,55.654832871371994
34.0,55.654832871371994
85.0,56.34796080441936
76.0,56.34796080441936
18.0,56.72626667382765
81.0,54.52251222835415
26.0,54.08331951838368
61.0,54.29233523907405
62.0,55.04635001268359
39.0,56.34796080441936
70.0,55.04635001268359
70.0,55.340010807732924
75.0,55.654832871371994
38.0,54.08331951838368
36.0,54.52251222835415
28.0,54.29233523907405
66.0,54.29233523907405
54.0,54.29233523907405
25.0,55.04635001268359
59.0,56.34796080441936
42.0,55.340010807732924
37.0,55.99081620360081
72.0,55.340010807732924
55.0,55.99081620360081
47.0,55.99081620360081
21.0,55.04635001268359
35.0,54.773850486224
33.0,55.99081620360081
35.0,55.04635001268359
66.0,54.29233523907405
51.0,55.340010807732924
55.0,55.99081620360081
45.0,55.340010807732924
51.0,55.99081620360081
50.0,55.04635001268359
29.0,55.654832871371994
27.0,56.34796080441936
67.0,56.72626667382765
79.0,55.654832871371994
46.0,54.773850486224
12.0,54.773850486224
84.0,54.773850486224
49.0,55.04635001268359
46.0,54.08331951838368
70.0,54.08331951838368
37.0,54.29233523907405
64.0,54.29233523907405
70.0,56.72626667382765
37.0,54.52251222835415
42.0,55.04635001268359
54.0,54.773850486224
37.0,54.52251222835415
28.0,54.08331951838368
72.0,56.34796080441936
44.0,54.52251222835415
67.0,55.340010807732924
60.0,55.654832871371994
61.0,54.773850486224
73.0,55.04635001268359
40.0,55.340010807732924
76.0,56.72626667382765
45.0,55.04635001268359
45.0,56.34796080441936
72.0,55.654832871371994
64.0,56.34796080441936
42.0,56.34796080441936
74.0,55.99081620360081
20.0,55.340010807732924
72.0,55.99081620360081
35.0,54.29233523907405
52.0,55.654832871371994
70.0,56.34796080441936
29.0,56.72626667382765
48.0,55.340010807732924
55.0,56.34796080441936
52.0,55.04635001268359
34.0,54.08331951838368
89.0,55.340010807732924
45.0,55.340010807732924
89.0,55.99081620360081
41.0,55.654832871371994
43.0,55.99081620360081
31.0,54.52251222835415
62.0,55.654832871371994
48.0,55.04635001268359
76.0,54.52251222835415
70.0,54.52251222835415
56.0,56.34796080441936
53.0,54.773850486224
35.0,56.34796080441936
55.0,56.72626667382765
82.0,54.29233523907405
44.0,54.773850486224
61.0,54.773850486224
69.0,54.773850486224
75.0,56.34796080441936
69.0,56.34796080441936
76.0,55.340010807732924
36.0,56.34796080441936
44.0,55.654832871371994
79.0,54.08331951838368
18.0,54.29233523907405
40.0,55.04635001268359
64.0,55.99081620360081
57.0,56.34796080441936
73.0,54.29233523907405
86.0,55.99081620360081
33.0,55.654832871371994
40.0,54.08331951838368
86.0,55.04635001268359
40.0,56.72626667382765
32.0,55.340010807732924
68.0,56.34796080441936
50.0,56.72626667382765
50.0,55.340010807732924
51.0,54.52251222835415
32.0,55.340010807732924
64.0,56.72626667382765
52.0,54.52251222835415
64.0,55.99081620360081
24.0,56.34796080441936
75.0,55.04635001268359
93.0,54.773850486224
76.0,54.08331951838368
66.0,54.29233523907405
87.0,55.654832871371994
56.0,54.08331951838368
23.0,54.773850486224
69.0,55.654832871371994
75.0,54.52251222835415
91.0,54.29233523907405
49.0,54.773850486224
70.0,54.08331951838368
50.0,54.29233523907405
36.0,55.04635001268359
40.0,54.08331951838368
25.0,55.04635001268359
71.0,54.773850486224
64.0,54.773850486224
30.0,56.34796080441936
37.0,55.04635001268359
74.0,55.340010807732924
86.0,55.99081620360081
86.0,54.773850486224
59.0,55.99081620360081
86.0,54.773850486224
32.0,54.08331951838368
95.0,56.34796080441936
46.0,55.340010807732924
95.0,55.99081620360081
42.0,54.08331951838368
57.0,56.72626667382765
50.0,55.99081620360081
78.0,56.72626667382765
84.0,54.29233523907405
54.0,54.29233523907405
34.0,55.340010807732924
77.0,55.99081620360081
79.0,56.34796080441936
49.0,54.29233523907405
86.0,54.52251222835415
42.0,55.04635001268359
49.0,54.773850486224
36.0,54.52251222835415
42.0,54.773850486224
44.0,55.04635001268359
56.0,54.52251222835415
67.0,54.29233523907405
72.0,55.99081620360081
34.0,56.72626667382765
56.0,54.773850486224
32.0,56.34796080441936
74.0,55.654832871371994
52.0,56.34796080441936
89.0,55.654832871371994
72.0,54.29233523907405
76.0,54.773850486224
61.0,55.99081620360081
54.0,55.99081620360081
87.0,56.72626667382765
50.0,54.29233523907405
49.0,55.340010807732924
58.0,54.52251222835415
36.0,55.04635001268359
31.0,54.08331951838368
58.0,55.654832871371994
36.0,55.340010807732924
53.0,54.29233523907405
53.0,55.654832871371994
46.0,54.773850486224
50.0,54.08331951838368
80.0,56.34796080441936
68.0,55.654832871371994
76.0,56.72626667382765
48.0,56.72626667382765
50.0,55.99081620360081
52.0,55.654832871371994
44.0,56.72626667382765
37.0,54.08331951838368
48.0,54.52251222835415
36.0,54.08331951838368
55.0,55.654832871371994
69.0,54.773850486224
25.0,56.72626667382765
57.0,55.04635001268359
93.0,56.72626667382765
86.0,54.773850486224
82.0,54.52251222835415
52.0,56.34796080441936
67.0,54.08331951838368
50.0,54.08331951838368
49.0,54.08331951838368
61.0,56.72626667382765
46.0,56.72626667382765
61.0,54.52251222835415
52.0,55.340010807732924
21.0,55.99081620360081
44.0,54.08331951838368
26.0,54.08331951838368
26.0,56.72626667382765
59.0,54.08331951838368
47.0,54.08331951838368
84.0,54.52251222835415
38.0,55.99081620360081
73.0,54.08331951838368
90.0,55.04635001268359
72.0,54.29233523907405
44.0,54.08331951838368
63.0,55.340010807732924
87.0,55.04635001268359
57.0,56.34796080441936
41.0,55.340010807732924
71.0,54.29233523907405
44.0,54.29233523907405
58.0,55.654832871371994
92.0,54.773850486224
47.0,54.773850486224
45.0,54.08331951838368
77.0,56.72626667382765
50.0,54.29233523907405
44.0,56.72626667382765
60.0,55.04635001268359
56.0,55.654832871371994
47.0,56.72626667382765
84.0,55.654832871371994
90.0,56.34796080441936
42.0,54.773850486224
74.0,55.340010807732924
56.0,54.08331951838368
57.0,54.773850486224
46.0,55.654832871371994
77.0,54.52251222835415
47.0,56.34796080441936
36.0,55.04635001268359
59.0,55.340010807732924
67.0,55.99081620360081
24.0,54.52251222835415
52.0,55.654832871371994
90.0,54.29233523907405
48.0,55.654832871371994
93.0,54.52251222835415
57.0,56.72626667382765
51.0,54.773850486224
63.0,55.340010807732924
37.0,54.08331951838368
67.0,54.08331951838368
88.0,54.773850486224
81.0,55.04635001268359
35.0,56.34796080441936
15.0,55.340010807732924
79.0,55.99081620360081
20.0,55.99081620360081
39.0,54.08331951838368
26.0,56.34796080441936
92.0,55.340010807732924
54.0,55.654832871371994
49.0,55.99081620360081
33.0,55.654832871371994
37.0,55.04635001268359
26.0,54.08331951838368
71.0,55.340010807732924
44.0,54.52251222835415
31.0,56.34796080441936
35.0,56.72626667382765
31.0,55.340010807732924
48.0,54.08331951838368
43.0,55.654832871371994
45.0,54.08331951838368
29.0,56.72626667382765
37.0,56.72626667382765
48.0,54.773850486224
18.0,54.29233523907405
74.0,55.99081620360081
85.0,55.04635001268359
36.0,54.29233523907405
36.0,55.04635001268359
86.0,54.52251222835415
64.0,54.52251222835415
24.0,56.72626667382765
44.0,54.29233523907405
39.0,54.773850486224
56.0,55.654832871371994
76.0,55.340010807732924
46.0,54.52251222835415
22.0,55.340010807732924
55.0,55.04635001268359
37.0,56.34796080441936
46.0,56.72626667382765
35.0,55.340010807732924
63.0,55.04635001268359
36.0,54.08331951838368
55.0,55.04635001268359
70.0,56.34796080441936
83.0,54.773850486224
64.0,54.29233523907405
42.0,55.340010807732924
69.0,54.08331951838368
68.0,54.08331951838368
18.0,56.72626667382765
56.0,54.29233523907405
69.0,56.72626667382765
34.0,55.340010807732924
44.0,54.29233523907405
30.0,55.654832871371994
36.0,56.34796080441936
55.0,54.773850486224
90.0,56.34796080441936
34.0,55.340010807732924
28.0,54.08331951838368
31.0,56.34796080441936
34.0,56.72626667382765
59.0,54.29233523907405
82.0,55.654832871371994
61.0,54.08331951838368
46.0,56.72626667382765
62.0,54.773850486224
76.0,54.08331951838368
20.0,56.72626667382765
50.0,56.34796080441936
35.0,55.99081620360081
55.0,55.340010807732924
66.0,55.340010807732924
57.0,55.654832871371994
67.0,54.773850486224
47.0,55.99081620360081
71.0,55.340010807732924
25.0,55.340010807732924
59.0,55.654832871371994
78.0,56.34796080441936
76.0,56.34796080441936
64.0,54.773850486224
38.0,55.654832871371994
53.0,54.773850486224
83.0,56.72626667382765
36.0,55.99081620360081
75.0,56.72626667382765
67.0,55.99081620360081
34.0,56.34796080441936
30.0,56.72626667382765
92.0,55.654832871371994
54.0,54.08331951838368
97.0,55.654832871371994
55.0,55.99081620360081
72.0,55.99081620360081
74.0,56.34796080441936
78.0,54.29233523907405
24.0,54.29233523907405
45.0,56.72626667382765
38.0,56.34796080441936
53.0,54.773850486224
79.0,55.04635001268359
65.0,56.34796080441936
72.0,54.52251222835415
56.0,54.29233523907405
42.0,55.340010807732924
44.0,54.08331951838368
63.0,56.72626667382765
64.0,54.29233523907405
28.0,54.29233523907405
36.0,55.654832871371994
65.0,54.08331951838368
51.0,54.29233523907405
51.0,55.654832871371994
60.0,54.29233523907405
74.0,54.29233523907405
46.0,54.52251222835415
67.0,55.654832871371994
72.0,54.52251222835415
55.0,55.340010807732924
54.0,56.72626667382765
45.0,56.72626667382765
31.0,54.773850486224
52.0,54.773850486224
56.0,54.29233523907405
46.0,56.72626667382765
50.0,54.29233523907405
52.0,54.08331951838368
70.0,55.654832871371994
53.0,54.52251222835415
53.0,54.08331951838368
31.0,55.654832871371994
28.0,55.654832871371994
75.0,54.29233523907405
53.0,55.99081620360081
33.0,54.52251222835415
73.0,56.72626667382765
63.0,54.29233523907405
59.0,55.654832871371994
37.0,55.04635001268359
59.0,56.34796080441936
70.0,55.04635001268359
46.0,55.04635001268359
62.0,56.34796080441936
42.0,55.654832871371994
50.0,55.04635001268359
58.0,54.52251222835415
86.0,55.654832871371994
41.0,54.29233523907405
84.0,54.52251222835415
70.0,56.34796080441936
77.0,54.08331951838368
52.0,55.654832871371994
77.0,55.340010807732924
34.0,55.04635001268359
35.0,54.773850486224
40.0,54.29233523907405
33.0,54.773850486224
43.0,54.52251222835415
29.0,54.29233523907405
43.0,55.99081620360081
61.0,54.773850486224
60.0,55.340010807732924
83.0,56.72626667382765
75.0,54.52251222835415
20.0,55.654832871371994
27.0,55.654832871371994
82.0,55.99081620360081
41.0,55.654832871371994
63.0,55.340010807732924
70.0,54.52251222835415
65.0,56.34796080441936
90.0,54.773850486224
75.0,54.773850486224
56.0,55.04635001268359
62.0,55.340010807732924
81.0,55.99081620360081
93.0,56.72626667382765
23.0,55.04635001268359
65.0,55.04635001268359
43.0,54.08331951838368
70.0,54.52251222835415
54.0,54.29233523907405
59.0,56.34796080441936
65.0,55.04635001268359
84.0,54.29233523907405
69.0,54.29233523907405
59.0,55.99081620360081
65.0,56.72626667382765
42.0,56.34796080441936
72.0,55.340010807732924
30.0,54.773850486224
39.0,55.99081620360081
63.0,56.34796080441936
88.0,55.340010807732924
38.0,54.08331951838368
61.0,54.29233523907405
62.0,55.04635001268359
50.0,55.04635001268359
87.0,55.04635001268359
82.0,56.34796080441936
50.0,54.08331951838368
43.0,55.340010807732924
55.0,55.340010807732924
97.0,54.08331951838368
93.0,56.34796080441936
73.0,54.29233523907405
45.0,55.654832871371994
64.0,54.773850486224
40.0,56.34796080441936
43.0,54.29233523907405
19.0,55.04635001268359
68.0,54.08331951838368
71.0,55.04635001268359
16.0,56.34796080441936
94.0,56.72626667382765
74.0,54.773850486224
90.0,55.654832871371994
46.0,54.52251222835415
68.0,55.654832871371994
29.0,54.08331951838368
53.0,54.08331951838368
39.0,55.99081620360081
56.0,55.654832871371994
69.0,55.654832871371994
46.0,55.654832871371994
89.0,54.52251222835415
30.0,54.08331951838368
27.0,55.04635001268359
20.0,55.04635001268359
43.0,56.34796080441936
38.0,55.99081620360081
78.0,54.773850486224
85.0,55.340010807732924
65.0,56.72626667382765
50.0,54.773850486224
52.0,55.654832871371994
61.0,56.72626667382765
60.0,54.29233523907405
38.0,55.99081620360081
46.0,54.773850486224
41.0,56.34796080441936
39.0,55.654832871371994
38.0,54.08331951838368
39.0,56.34796080441936
63.0,54.52251222835415
82.0,54.773850486224
25.0,54.29233523907405
73.0,54.52251222835415
52.0,56.34796080441936
25.0,54.52251222835415
72.0,54.29233523907405
68.0,55.340010807732924
37.0,54.08331951838368
27.0,56.34796080441936
70.0,55.654832871371994
64.0,54.773850486224
22.0,55.04635001268359
48.0,56.34796080441936
30.0,54.08331951838368
19.0,55.654832871371994
41.0,55.99081620360081
47.0,55.04635001268359
60.0,54.29233523907405
28.0,55.340010807732924
64.0,55.340010807732924
61.0,55.654832871371994
67.0,55.654832871371994
65.0,54.08331951838368
84.0,54.52251222835415
53.0,54.29233523907405
68.0,56.72626667382765
38.0,54.29233523907405
69.0,54.773850486224
89.0,56.72626667382765
78.0,55.340010807732924
51.0,56.34796080441936
57.0,55.654832871371994
57.0,54.08331951838368
44.0,56.34796080441936
28.0,54.08331951838368
21.0,56.34796080441936
23.0,55.99081620360081
62.0,55.340010807732924
24.0,56.34796080441936
60.0,54.29233523907405
71.0,54.52251222835415
53.0,55.04635001268359
25.0,56.72626667382765
74.0,54.773850486224
28.0,56.72626667382765
24.0,54.52251222835415
58.0,54.29233523907405
74.0,55.340010807732924
69.0,55.340010807732924
79.0,54.08331951838368
71.0,54.773850486224
79.0,56.34796080441936
68.0,56.72626667382765
51.0,55.99081620360081
50.0,56.34796080441936
66.0,54.773850486224
59.0,54.29233523907405
61.0,55.654832871371994
57.0,55.04635001268359
81.0,54.52251222835415
79.0,55.99081620360081
77.0,56.72626667382765
76.0,54.08331951838368
85.0,55.654832871371994
83.0,56.34796080441936
46.0,56.72626667382765
34.0,56.34796080441936
43.0,54.08331951838368
60.0,55.340010807732924
58.0,54.52251222835415
38.0,54.52251222835415
53.0,54.08331951838368
51.0,55.99081620360081
44.0,54.08331951838368
72.0,54.29233523907405
68.0,54.52251222835415
71.0,55.340010807732924
31.0,55.04635001268359
82.0,56.34796080441936
42.0,55.99081620360081
73.0,54.52251222835415
67.0,55.340010807732924
56.0,54.08331951838368
30.0,54.52251222835415
45.0,56.72626667382765
43.0,55.04635001268359
38.0,55.99081620360081
72.0,56.34796080441936
84.0,55.340010807732924
61.0,54.52251222835415
43.0,56.72626667382765
63.0,56.34796080441936
68.0,54.52251222835415
76.0,54.08331951838368
48.0,55.340010807732924
45.0,55.99081620360081
34.0,54.29233523907405
70.0,56.34796080441936
31.0,55.340010807732924
64.0,55.654832871371994
37.0,55.99081620360081
43.0,56.34796080441936
61.0,56.34796080441936
18.0,54.29233523907405
74.0,54.29233523907405
67.0,55.654832871371994
50.0,54.08331951838368
59.0,54.773850486224
69.0,56.34796080441936
86.0,56.72626667382765
43.0,54.08331951838368
70.0,55.04635001268359
87.0,55.99081620360081
38.0,55.654832871371994
61.0,54.29233523907405
78.0,56.72626667382765
29.0,54.773850486224
42.0,54.29233523907405
85.0,54.52251222835415
72.0,56.34796080441936
52.0,56.72626667382765
60.0,56.34796080441936
40.0,54.773850486224
40.0,55.340010807732924
62.0,55.654832871371994
61.0,56.72626667382765
80.0,55.340010807732924
78.0,56.34796080441936
79.0,54.773850486224
67.0,56.34796080441936
50.0,56.72626667382765
75.0,56.34796080441936
74.0,54.29233523907405
72.0,55.654832871371994
53.0,54.773850486224
60.0,54.773850486224
72.0,54.773850486224
65.0,55.04635001268359
41.0,54.52251222835415
51.0,55.99081620360081
42.0,54.773850486224
23.0,55.340010807732924
68.0,55.340010807732924
34.0,54.52251222835415
87.0,54.08331951838368
45.0,55.654832871371994
65.0,55.340010807732924
36.0,56.34796080441936
66.0,55.340010807732924
72.0,55.04635001268359
31.0,55.654832871371994
55.0,54.29233523907405
28.0,56.34796080441936
43.0,54.29233523907405
77.0,55.340010807732924
80.0,55.04635001268359
52.0,56.72626667382765
78.0,54.773850486224
45.0,54.08331951838368
56.0,55.340010807732924
53.0,54.773850486224
45.0,55.99081620360081
49.0,55.04635001268359
43.0,56.34796080441936
73.0,54.08331951838368
42.0,54.29233523907405
85.0,56.34796080441936
35.0,55.340010807732924
35.0,55.99081620360081
40.0,54.29233523907405
77.0,56.34796080441936
53.0,56.34796080441936
24.0,54.773850486224
57.0,55.99081620360081
47.0,55.04635001268359
58.0,55.04635001268359
88.0,56.72626667382765
75.0,54.52251222835415
30.0,55.340010807732924
82.0,54.52251222835415
19.0,54.29233523907405
44.0,54.08331951838368
68.0,54.29233523907405
50.0,54.52251222835415
65.0,54.52251222835415
43.0,55.04635001268359
63.0,55.654832871371994
50.0,55.340010807732924
42.0,55.654832871371994
45.0,56.72626667382765
74.0,55.340010807732924
80.0,54.52251222835415
